Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
ESE,"Esco Technologies Inc",200.91,-2.8,-1.37%,204.17,205.31,199.75,427600,2025-08-29
ESNT,"Essent Group Ltd",62.74,0.14,+0.22%,62.64,62.89,62.26,439400,2025-08-29
ESOA,"Energy Services Acquisition Corp",10.19,-0.09,-0.88%,10.29,10.35,10.05,145800,2025-08-29
ESPR,"Esperion Theraptc",2.22,0.01,+0.45%,2.22,2.28,2.09,8189500,2025-08-29
ESQ,"Esquire Financial Holdings Inc",98.1,-2.2,-2.19%,99.98,100.87,97.83,70100,2025-08-29
ESRT,"Empire State Realty Trust Inc",7.65,0.02,+0.26%,7.61,7.71,7.6,1461600,2025-08-29
ETD,"Ethan Allen Interiors Inc",29.51,-0.04,-0.14%,29.63,29.696,29.25,337900,2025-08-29
ETNB,"89Bio Inc",9.03,-0.39,-4.14%,9.42,9.58,8.96,3093800,2025-08-29
ETON,"Eton Pharmaceutcials Inc",17.31,0.03,+0.17%,17.36,17.5,17.06,160300,2025-08-29
EU,"Encore Energy Corp",2.38,0.03,+1.28%,2.41,2.51,2.34,3680000,2025-08-29
EVC,"Entravision Communications Corp",2.59,0.03,+1.17%,2.58,2.6,2.555,131600,2025-08-29
EVCM,"Evercommerce Inc",11.55,0.15,+1.32%,11.44,11.75,11.35,398300,2025-08-29
EVER,"Everquote Inc Cl A",23.25,0.1,+0.43%,23.09,23.45,22.86,977200,2025-08-29
EVEX,"Eve Holding Inc",3.93,-0.03,-0.76%,3.96,4.0392,3.8,909800,2025-08-29
EVGO,"Evgo Inc",3.87,-0.24,-5.84%,4.12,4.12,3.86,4200000,2025-08-29
EVH,"Evolent Health Inc Cl A Com",9.65,0.0099999999999998,+0.10%,9.65,9.84,9.475,1367200,2025-08-29
EVI,"Evi Industries Inc",27.74,-0.01,-0.04%,27.34,27.76,27.32,5500,2025-08-29
EVLV,"Evolv Technologies Hldgs Inc",8.24,-0.12,-1.44%,8.39,8.4,8.02,2871500,2025-08-29
EVTC,"Evertec Inc",35.68,-0.45,-1.25%,36.25,36.305,35.43,452600,2025-08-29
EWCZ,"European Wax Center Cl A",4.29,-0.12,-2.72%,4.37,4.42,4.26,255500,2025-08-29
EWTX,"Edgewise Therapeutics Inc",14.35,-0.3,-2.05%,14.6,14.7,14.12,670500,2025-08-29
EXFY,"Expensify Inc Cl A",1.96,0.01,+0.51%,1.96,1.98,1.91,368700,2025-08-29
EXPI,"eXp World Holdings Inc",10.83,0.11,+1.03%,10.7,10.86,10.62,747200,2025-08-29
EXPO,"Exponent Inc",71.38,-0.85,-1.18%,72.64,73.24,70.98,357500,2025-08-29
EXTR,"Extreme Networks",21.38,-0.7,-3.17%,22.06,22.1,21.25,2289700,2025-08-29
EYE,"National Vision Holdings Inc",22.94,-0.46,-1.97%,23.37,23.42,22.65,2347000,2025-08-29
EYPT,"Eyepoint Pharmaceuticals Inc",11.57,-0.03,-0.26%,11.68,11.79,11.26,491700,2025-08-29
FA,"First Advantage Corp",16.36,0.03,+0.18%,16.48,16.53,16.25,584100,2025-08-29
FATE,"Fate Therapeutics",1.04,-0.04,-3.70%,1.08,1.1,1.03,893500,2025-08-29
FBIZ,"First Business Finan",52.32,-0.06,-0.11%,52.44,52.61,52.1,23100,2025-08-29
FBK,"Fb Financial Corp",53.68,-0.24,-0.45%,54.14,54.51,53.62,288600,2025-08-29
FBLA,"Fb Bancorp Inc",11.98,-0.02,-0.17%,12.03,12.03,11.95,40300,2025-08-29
FBNC,"First Bancorp [Nc]",54.59,0.07,+0.13%,54.47,55.19,54.29,224300,2025-08-29
FBP,"First Bancorp",22.23,0.09,+0.41%,22.22,22.355,22.0892,968000,2025-08-29
FBRT,"Franklin Bsp Realty Trust Inc",11.55,0.19,+1.67%,11.35,11.56,11.34,390900,2025-08-29
FC,"Franklin Covey Company",19.56,-0.12,-0.61%,19.65,19.92,19.09,827400,2025-08-29
FCAP,"First Capital Inc",41.1,1.17,+2.93%,39.97,42.13,39.97,6200,2025-08-29
FCBC,"First Community Bksh",37.98,-0.11,-0.29%,38.22,38.31,37.66,43800,2025-08-29
FCCO,"First Community Corp",27.27,0.07,+0.24%,27.47,27.47,27.1,13300,2025-08-29
FCF,"First Commonwealth Financial Corp",17.75,-0.06,-0.34%,17.86,17.92,17.705,425400,2025-08-29
FCFS,"Firstcash Holdings Inc",147.27,-0.5,-0.34%,148.67,148.74,146.9,354400,2025-08-29
FCPT,"Four Corners Property Trust IN",25.89,0.25,+0.98%,25.68,25.89,25.675,565800,2025-08-29
FDBC,"Fidelity D & D Bancorp Inc",43.65,-0.99,-2.22%,44.7,44.81,43.5,8600,2025-08-29
FDMT,"4D Molecular Therapeutics Inc",6.16,-0.02,-0.32%,6.18,6.27,6.07,342500,2025-08-29
FDP,"Fresh Del Monte Produce",36.28,0.65,+1.82%,35.66,36.325,35.66,282800,2025-08-29
FEIM,"Frequency Elcts Inc",32.25,-0.56,-1.71%,32.81,33.15,31.55,166500,2025-08-29
FELE,"Franklin Electric Company",97.86,-1.06,-1.07%,98.94,99.27,97.47,163600,2025-08-29
FENC,"Fennec Pharmaceuticals Inc",8.87,0,0.00%,8.96,9.02,8.77,31900,2025-08-29
FET,"Forum Energy Technologies Inc",26.45,0.68,+2.64%,25.8,26.52,25.61,110400,2025-08-29
FF,"Futurefuel Corp",3.88,-0.06,-1.52%,3.91,3.95,3.87,99100,2025-08-29
FFAI,"Faraday Future Intelligent Electric Inc",2.23,-0.15,-6.30%,2.37,2.41,2.2,9772899,2025-08-29
FFBC,"First Finl Bncp [Oh]",26.48,-0.05,-0.19%,26.57,26.69,26.45,348900,2025-08-29
FFIC,"Flushing Finl Corp",13.76,0.08,+0.58%,13.73,13.82,13.66,166200,2025-08-29
FFIN,"First Finl Bkshs Inc",37.17,-0.2,-0.54%,37.49,37.7,37.06,448800,2025-08-29
FFWM,"First Foundation",5.95,0.09,+1.54%,5.91,5.98,5.865,637500,2025-08-29
FG,"F&G Annuities & Life Inc",34.57,0.2,+0.58%,34.4,34.74,34.33,97900,2025-08-29
FHTX,"Foghorn Therapeutics Inc",5.06,0.05,+1.00%,5.04,5.11,4.9,77600,2025-08-29
FIBK,"First Interstate Ban",32.72,0.67,+2.09%,32.32,33.01,32.27,1065200,2025-08-29
FIGS,"Figs Inc Cl A",7.05,-0.11,-1.54%,7.13,7.1824,6.975,1156900,2025-08-29
FIHL,"Fidelis Insurance Holdings Limited",17.48,0.19,+1.10%,17.44,17.53,17.35,528600,2025-08-29
FINW,"Finwise Bancorp",19.33,-0.14,-0.72%,19.63,19.7,19.28,7500,2025-08-29
FIP,"Ftai Infrastructure Inc",4.8,-0.03,-0.62%,4.81,4.84,4.69,1827400,2025-08-29
FISI,"Financial Institut",27.67,0.05,+0.18%,27.72,27.84,27.54,64000,2025-08-29
FIVN,"Five9 Inc",26.92,0.23,+0.86%,26.79,27.28,26.66,1894500,2025-08-29
FIZZ,"Natl Beverage Corp",42.05,-0.05,-0.12%,42.16,42.61,42.01,129600,2025-08-29
FL,"Footlocker Inc",24.7,-0.36,-1.44%,25,25.13,24.335,9428200,2025-08-29
FLG,"Flagstar Financial Inc",12.82,0.040000000000001,+0.31%,12.81,12.9212,12.75,3512600,2025-08-29
FLGT,"Fulgent Genetics Inc",22.17,0.14,+0.64%,22.09,22.33,21.83,348500,2025-08-29
FLNC,"Fluence Energy Inc Cl A",7.4,-0.35,-4.52%,7.7,7.85,7.39,2530800,2025-08-29
FLNG,"Flex Lng Ltd",27.25,-0.16,-0.58%,27.41,27.67,27.03,507000,2025-08-29
FLOC,"Flowco Holdings Inc Cl A",16.32,0.16,+0.99%,16.25,16.49,16.19,490100,2025-08-29
FLR,"Fluor Corp",41.02,-0.59,-1.42%,41.55,41.6,40.495,2405100,2025-08-29
FLWS,1-800-Flowers.com,5.6,0,0.00%,5.63,5.63,5.43,235400,2025-08-29
FLXS,"Flexsteel Inds",46.38,-0.28,-0.60%,46.46,46.68,46.05,12300,2025-08-29
FLYW,"Flywire Corp Voting",13.15,-0.01,-0.08%,13.31,13.39,12.98,2418400,2025-08-29
FLYY,"Spirit Aviation Holdings Inc",1.22,-0.03,-2.40%,1.25,1.36,1.21,3840000,2025-08-29
FMAO,"Farmers & Merch Banc",26.46,-0.21,-0.79%,26.85,27.17,25.95,27000,2025-08-29
FMBH,"First Mid Ill Bncshr",40.44,-0.07,-0.17%,40.63,40.85,40.17,55000,2025-08-29
FMNB,"Farmers Natl Banc Corp",15.18,0.02,+0.13%,15.23,15.31,15.11,139500,2025-08-29
FN,Fabrinet,331.29,-23.76,-6.69%,350.22,352.5,327.68,1004400,2025-08-29
FNKO,"Funko Inc Cl A",3.46,-0.05,-1.42%,3.56,3.56,3.43,883200,2025-08-29
FNLC,"First Bancorp Inc",27.18,0.16,+0.59%,27.11,27.27,26.97,22400,2025-08-29
FNWD,"Finward Bancorp",32,0.1,+0.31%,32.08,32.9,31.57,48900,2025-08-29
FOA,"Finance of America Companies Inc Cl A",26.71,0.3,+1.14%,26.48,26.8,26.03,64400,2025-08-29
FOLD,"Amicus Therapeutics",7.59,-0.06,-0.78%,7.67,7.74,7.56,4153600,2025-08-29
FOR,"Forestar Group Inc",27.67,0.040000000000003,+0.14%,27.67,27.93,27.24,142400,2025-08-29
FORM,"Formfactor Inc",29.19,-0.35,-1.18%,29.23,29.47,28.84,478900,2025-08-29
FORR,"Forrester Resrch",9.74,0.08,+0.83%,9.68,9.9,9.65,92300,2025-08-29
FOXF,"Fox Factory Corp",28.93,-0.05,-0.17%,29.13,29.18,28.44,491100,2025-08-29
FPI,"Farmland Partners Inc",11.02,0.0099999999999998,+0.09%,11.03,11.0465,10.97,235700,2025-08-29
FRAF,"Franklin Finl Svcs Corp",46.7,0.04,+0.09%,46.61,47,46.42,17700,2025-08-29
FRBA,"First Bank",16.82,0.06,+0.36%,16.8,16.91,16.73,30700,2025-08-29
FRD,"Friedman Industries Inc",19.09,0.06,+0.32%,19.12,19.12,18.8,18700,2025-08-29
FRGE,"Forge Global Hldgs Inc",18.85,-0.33,-1.72%,19.24,19.24,18.51,61900,2025-08-29
FRME,"First Merchants Corp",41.52,-0.1,-0.24%,41.78,41.92,41.44,183700,2025-08-29
FRPH,"Frp Holdings Inc",25.7,-0.13,-0.50%,25.76,26.01,25.64,27600,2025-08-29
FRSH,"Freshworks Inc Cl A",13.47,-0.06,-0.44%,13.66,13.73,13.44,2205900,2025-08-29
FRST,"Primis Financial Corp",11.45,0.33,+2.97%,11.14,11.5,11.09,117100,2025-08-29
FSBC,"Five Star Bancorp",32.77,-0.04,-0.14%,33,33.1,32.49,35100,2025-08-29
FSBW,"FS Bancorp Inc",42.71,-0.1,-0.23%,42.81,42.81,42.49,15900,2025-08-29
FSFG,"First Savings Financ",27.42,0.21,+0.77%,27.39,27.74,27.12,8500,2025-08-29
FSLY,"Fastly Inc",7.61,-0.11,-1.42%,7.7,7.72,7.525,2568500,2025-08-29
FSP,"Franklin Street Properties",1.66,0,0.00%,1.66,1.67,1.64,116000,2025-08-29
FSS,"Federal Signal Corp",122.99,-3.97,-3.13%,126.57,126.73,122.55,408900,2025-08-29
FSTR,"Foster L B Company",26.03,-0.77,-2.87%,26.03,26.81,25.8,43000,2025-08-29
FSUN,"Firstsun Capital Bancorp",38.01,-0.01,-0.03%,38.05,38.19,36.3,126900,2025-08-29
FTDR,"Frontdoor Inc",60.75,0.37,+0.61%,60.74,60.93,60.13,774700,2025-08-29
FTK,"Flotek Industries",12.09,-0.05,-0.41%,12.27,12.27,12,226000,2025-08-29
FTLF,"Fitlife Brands Inc",18.62,-0.06,-0.32%,18.49,18.8,18.13,11200,2025-08-29
FTRE,"Fortrea Holdings Inc",9.85,0.2,+2.07%,9.77,10.07,9.62,3570000,2025-08-29
FUBO,"Fubo TV",3.53,0.05,+1.44%,3.55,3.81,3.52,18728400,2025-08-29
FUL,"H. B. Fuller Company",61.05,0.079999999999998,+0.13%,61.29,61.39,60.68,281400,2025-08-29
FULC,"Fulcrum Therapeutics Inc",6.48,-0.17,-2.56%,6.71,6.71,6.4,181800,2025-08-29
FULT,"Fulton Financial Cor",19.66,-0.01,-0.05%,19.66,19.83,19.61,1170200,2025-08-29
FUN,"Cedar Fair LP",22.69,-0.48,-2.07%,23.11,23.13,22.57,2933100,2025-08-29
FUNC,"First United Corp",37.37,0.09,+0.25%,37.5,37.95,37.37,14100,2025-08-29
FVCB,"Fvcbankcorp Inc",13.56,0.01,+0.11%,13.59,13.73,13.51,29000,2025-08-29
FVR,"Frontview REIT Inc",13.37,-0.13,-0.96%,13.55,13.615,13.29,162000,2025-08-29
FWRD,"Foward Air Corp",30.03,-0.38,-1.25%,30.3,30.63,29.67,305200,2025-08-29
FWRG,"First Watch Restaurant Group Inc",18.84,0.01,+0.05%,18.97,19.15,18.72,507000,2025-08-29
FXNC,"First Natl Corp Strasburg VA",23.36,-0.01,-0.04%,23.39,23.48,23.22,8900,2025-08-29
GABC,"German Amer Bncp Inc",41.78,-0.18,-0.43%,42.11,42.35,41.72,81600,2025-08-29
GAIA,"Gaiam Inc",5.68,0.03,+0.53%,5.71,5.71,5.55,23200,2025-08-29
GAMB,"Gambling.com Group Ltd",8.73,0.15,+1.75%,8.55,8.79,8.52,596100,2025-08-29
GATX,"GATX Corp",168.31,-1.77,-1.04%,170.75,170.84,167.16,218600,2025-08-29
GBCI,"Glacier Bancorp Inc",49.15,0.36,+0.74%,48.83,49.47,48.815,1043600,2025-08-29
GBFH,"Gbank Finl Hldgs",39.72,-1.27,-3.09%,40.94,41.18,39.45,17900,2025-08-29
GBTG,"Global Business Travel Group Inc",8.34,0.09,+1.09%,8.25,8.385,8.23,883200,2025-08-29
GBX,"Greenbrier Companies",46.63,-0.39,-0.83%,46.96,47.13,46.3484,231200,2025-08-29
GCBC,"Greene County Bncp",23.99,0.19,+0.80%,23.95,24.29,23.95,6600,2025-08-29
GCI,"Gannett Inc",4.11,0.010000000000001,+0.24%,4.1,4.13,4.06,1277100,2025-08-29
GCMG,"Gcm Grosvenor Inc",12.96,-0.07,-0.54%,13.04,13.04,12.92,247800,2025-08-29
GCO,"Genesco Inc",31.98,0.94,+3.03%,31,32.92,30.43,315000,2025-08-29
GCT,"Gigacloud Technology Inc Cl A",26.47,0.35,+1.34%,26.12,26.53,25.83,823700,2025-08-29
GDEN,"Golden Entmt",24.87,-0.38,-1.50%,25.19,25.23,24.7,115700,2025-08-29
GDOT,"Green Dot Corp",13.92,0.38,+2.81%,13.59,13.92,13.41,630100,2025-08-29
GDYN,"Grid Dynamics Holdings Inc",8.29,0.22,+2.73%,8.07,8.32,8.03,1723100,2025-08-29
GEF,"Greif Bros Corp",65.31,-1.69,-2.52%,66.65,67.305,64.76,320700,2025-08-29
GEF.B,"Greif Bros Corp Cl B",68.28,-2.02,-2.87%,69.67,69.77,67.47,7400,2025-08-29
GENC,"Gencor Industries IN",16.26,-0.14,-0.85%,16.47,16.565,15.9861,27300,2025-08-29
GENI,"Genius Sports Ltd",12.79,-0.04,-0.31%,12.81,12.825,12.6307,2176100,2025-08-29
GEO,"Geo Group Inc",20.74,0.14,+0.68%,20.56,20.78,20.37,2518200,2025-08-29
GERN,"Geron Corp",1.4,-0.03,-2.10%,1.44,1.445,1.39,3413000,2025-08-29
GETY,"Getty Images Holdings Inc Cl A",1.84,0.01,+0.55%,1.85,1.88,1.825,359600,2025-08-29
GEVO,"Gevo Inc",1.73,0,0.00%,1.72,1.75,1.67,2765600,2025-08-29
GFF,"Griffon Corp",76.16,-1.37,-1.77%,77.4,77.635,75.2729,360900,2025-08-29
GH,"Guardant Health Inc",67.42,2.95,+4.58%,64.78,67.51,64.67,2864400,2025-08-29
GHC,"Graham Holdings Company",1086.05,-6.92,-0.63%,1091,1091,1076,30700,2025-08-29
GHM,"Graham Corp",49.05,-0.12,-0.24%,49.13,49.249,47.15,89800,2025-08-29
GIC,"Global Industrial Co.",37.33,-0.07,-0.19%,37.47,37.71,36.975,91400,2025-08-29
GIII,"G-III Apparel Gp",27,-0.07,-0.26%,27.03,27.41,26.77,579700,2025-08-29
GKOS,"Glaukos Corp",95.82,-0.74,-0.77%,96.09,97,94.99,488400,2025-08-29
GLDD,"Great Lakes Drg Dock",11.66,-0.28,-2.35%,11.94,11.94,11.61,279000,2025-08-29
GLNG,"Golar Lng Ltd",43.82,-1.05,-2.34%,44.97,45.06,43.67,1029800,2025-08-29
GLRE,"Greenlight Cap. Re.",12.89,-0.23,-1.75%,13.18,13.25,12.87,82700,2025-08-29
GLSI,"Greenwich Lifesciences Inc",11.48,0.02,+0.17%,11.56,11.91,11.35,25700,2025-08-29
GLUE,"Monte Rosa Therapeutics Inc",4.8,-0.03,-0.62%,4.85,4.89,4.74,480900,2025-08-29
GMGI,"Golden Matrix Group Inc",1.23,-0.02,-1.60%,1.2,1.25,1.1813,299300,2025-08-29
GMRE,"Global Medical REIT Inc",7.5,0.12,+1.63%,7.37,7.5,7.3301,553600,2025-08-29
GMS,"Gms Inc",109.93,0.080000000000013,+0.07%,109.95,109.96,109.93,1034500,2025-08-29
GNE,"Genie Energy Ltd Cl B",15.3,0.22,+1.46%,15.06,15.355,15.03,150600,2025-08-29
GNK,"Genco Shipping & Trading Ltd",16.84,-0.27,-1.58%,17.05,17.1299,16.72,507200,2025-08-29
GNL,"Global Net Lease Inc",7.87,0.1,+1.29%,7.77,7.9,7.76,1163600,2025-08-29
GNTY,"Guaranty Bancshares Inc",49.14,0.42,+0.86%,48.98,49.365,48.91,50300,2025-08-29
GNW,"Genworth Financial Inc",8.57,-0.01,-0.12%,8.61,8.66,8.55,2956400,2025-08-29
GO,"Grocery Outlet Holding Corp",18.11,0.03,+0.17%,18.22,18.48,18.09,2473300,2025-08-29
GOCO,"Gohealth Inc Cl A",5.11,0.03,+0.49%,5.13,5.28,5.08,43700,2025-08-29
GOGO,"Gogo Inc",10.98,0.01,+0.09%,10.95,11.19,10.9,1387500,2025-08-29
GOLF,"Acushnet Holdings Corp",76.65,-0.3,-0.39%,77.23,77.98,75.65,1047900,2025-08-29
GOOD,"Gladstone Comml",13.45,0.15,+1.13%,13.31,13.46,13.24,274000,2025-08-29
GOSS,"Gossamer Bio Inc",2.47,0.07,+2.92%,2.41,2.5,2.38,2537600,2025-08-29
GPI,"Group 1 Automotive",464.78,-12.9,-2.70%,481.46,482.11,462.47,101800,2025-08-29
GPOR,"Gulfport Energy Corp",174.03,-2.51,-1.42%,175.76,176.02,173.655,233200,2025-08-29
GPRE,"Green Plains Inc",11.11,0.01,+0.09%,11.06,11.24,10.85,2692400,2025-08-29
GRAL,"Grail Inc",32.79,-1.32,-3.87%,33.92,33.98,32.05,694100,2025-08-29
GRBK,"Green Brick Partners",69.84,-0.03,-0.04%,70,70.165,69.13,161500,2025-08-29
GRC,"Gorman-Rupp Company",42.77,0.020000000000003,+0.05%,42.94,43.115,42.31,64100,2025-08-29
GRDN,"Guardian Pharmacy Services Inc Cl A",26.42,0.27,+1.03%,26.33,26.7,25.985,373700,2025-08-29
GRND,"Grindr Inc",15.64,-0.06,-0.38%,15.66,15.72,15.46,1348200,2025-08-29
GRNT,"Granite Ridge Resources Inc",5.56,0.0099999999999998,+0.18%,5.53,5.605,5.51,482200,2025-08-29
GRPN,"Groupon Cl A",26.1,-0.29,-1.10%,26.4,26.55,25.99,1118000,2025-08-29
GSAT,Globalstar,29.93,1.19,+4.14%,28.7,30.1,28.15,942100,2025-08-29
GSBC,"Great Southern Bncp",63.29,-0.19,-0.30%,63.74,63.78,63.29,21900,2025-08-29
GSHD,"Goosehead Insurance Inc Cl A",84.71,-1.73,-2.00%,87.19,87.24,84.47,246100,2025-08-29
GSM,"Ferroglobe Plc Os",4.18,0.05,+1.21%,4.17,4.28,4.14,895000,2025-08-29
GT,"Goodyear Tire Rubber",8.48,-0.04,-0.47%,8.5,8.56,8.42,5309600,2025-08-29
GTLS,"Chart Industries IN",199.36,0.78,+0.39%,198.44,199.3847,198.38,1680700,2025-08-29
GTN,"Gray Media Inc",6.13,0.04,+0.66%,6.06,6.17,6.0032,873800,2025-08-29
GTX,"Garrett Motion Inc",12.99,-0.06,-0.46%,13.07,13.14,12.75,2038600,2025-08-29
GTY,"Getty Realty Corp",28.59,0.17,+0.60%,28.51,28.62,28.48,274200,2025-08-29
GVA,"Granite Construction Incorporated",107.75,-2.17,-1.97%,109.55,109.55,107.25,497900,2025-08-29
GWRS,"Global Water Reso",9.66,-0.05,-0.51%,9.78,9.83,9.65,25300,2025-08-29
GYRE,"Gyre Therapeutics Inc",7.74,-0.54,-6.52%,8.38,8.4,7.71,76300,2025-08-29
HAE,"Haemonetics Corp",54.54,0.2,+0.37%,54.29,55.1202,54.02,826500,2025-08-29
HAFC,"Hanmi Financial Corp",25.16,-0.12,-0.47%,25.4,25.51,25.11,363100,2025-08-29
HAIN,"Hain Celestial Group",1.8,0.02,+1.12%,1.77,1.8399,1.77,848700,2025-08-29
HASI,"Ha Sustainable Infrastructure Capital Inc",28.24,0.29,+1.04%,28.05,28.24,27.81,873500,2025-08-29
HBB,"Hamilton Beach Brands Holding Cl A",14.74,0.17,+1.17%,14.57,14.9,14.47,18400,2025-08-29
HBCP,"Home Bancorp Inc",56.26,-0.44,-0.77%,56.7,56.89,56.2,25600,2025-08-29
